__time,/eta_hat/lat,/eta_hat/lon,/eta_hat/phi,/eta_hat/psi,/eta_hat/theta,/eta_hat/z,/eta_setpoint/lat,/eta_setpoint/lon,/eta_setpoint/phi,/eta_setpoint/psi,/eta_setpoint/theta,/eta_setpoint/z,/nu_hat/p,/nu_hat/q,/nu_hat/r,/nu_hat/u,/nu_hat/v,/nu_hat/w,/nu_setpoint/p,/nu_setpoint/q,/nu_setpoint/r,/nu_setpoint/u,/nu_setpoint/v,/nu_setpoint/w,/thruster_1_feedback/active,/thruster_1_feedback/azimuth_deg,/thruster_1_feedback/error,/thruster_1_feedback/pitch,/thruster_1_feedback/rps,/thruster_1_feedback/thruster_id,/thruster_1_setpoints/active,/thruster_1_setpoints/azimuth_deg,/thruster_1_setpoints/error,/thruster_1_setpoints/pitch,/thruster_1_setpoints/rps,/thruster_1_setpoints/thruster_id,/thruster_2_feedback/active,/thruster_2_feedback/azimuth_deg,/thruster_2_feedback/error,/thruster_2_feedback/pitch,/thruster_2_feedback/rps,/thruster_2_feedback/thruster_id,/thruster_2_setpoints/active,/thruster_2_setpoints/azimuth_deg,/thruster_2_setpoints/error,/thruster_2_setpoints/pitch,/thruster_2_setpoints/rps,/thruster_2_setpoints/thruster_id
1732792747.168778,,,,,,,,,,,,,0.000000000,0.000000000,-0.060995039,0.204011485,0.123927392,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.168804,62.469944000,6.239815712,0.025992472,-2.196092367,0.000000000,0.031710815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.254826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.583333333,2.000000000,,,,,,
1732792747.254868,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.200000000,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.254890,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.254908,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.262521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.317716713,1.000000000,,,,,,,,,,,,
1732792747.262815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.923977879,2.000000000
1732792747.268654,,,,,,,,,,,,,0.000000000,0.000000000,-0.060276758,0.205693707,0.123974763,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.268713,62.469944000,6.239815235,0.000000000,-2.202120066,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.350533,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.350729,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.354975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.583333333,2.000000000,,,,,,
1732792747.355042,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.200000000,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.364314,62.469944000,6.239814758,0.028870910,-2.205163717,0.000000000,0.035222512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.364470,,,,,,,,,,,,,0.000000000,0.000000000,-0.059309412,0.235562205,0.124016441,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.369351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,6.098860928,1.000000000,,,,,,,,,,,,
1732792747.369413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.925649458,2.000000000
1732792747.450915,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.451054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792747.456743,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.456821,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.462046,62.469944000,6.239813805,0.025474597,-2.208462715,0.000000000,0.031079009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.462441,,,,,,,,,,,,,0.000000000,0.000000000,-0.058464367,0.262662858,0.124054603,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.471788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.897033523,1.000000000,,,,,,,,,,,,
1732792747.471907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.734129750,2.000000000
1732792747.548423,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.548479,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.554256,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.556378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792747.556714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.673525083,1.000000000,,,,,,,,,,,,
1732792747.557155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.510398387,2.000000000
1732792747.564630,62.469944000,6.239813805,0.000000000,-2.214241028,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.565230,,,,,,,,,,,,,0.000000000,0.000000000,-0.057781104,0.286571920,0.123598173,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.651392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792747.651440,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.651458,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.651473,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.656491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.452432047,1.000000000,,,,,,,,,,,,
1732792747.659945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.244494470,2.000000000
1732792747.663909,,,,,,,,,,,,,0.000000000,0.000000000,-0.056834504,0.307621270,0.123626016,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.663973,62.469944000,6.239812851,0.032963339,-2.216628075,0.000000000,0.040215276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.748957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792747.749074,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.753756,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.753918,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.760863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,5.185332785,1.000000000,,,,,,,,,,,,
1732792747.761381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.993388123,2.000000000
1732792747.765446,62.469944000,6.239812374,0.032173768,-2.219013453,0.000000000,0.039251998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.768656,,,,,,,,,,,,,0.000000000,0.000000000,-0.056028850,0.325600028,0.123651184,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.851198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792747.851322,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.856697,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.859514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.916830413,1.000000000,,,,,,,,,,,,
1732792747.860235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.732855543,2.000000000
1732792747.865653,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.869312,62.469944000,6.239811897,0.033983257,-2.221146345,0.000000000,0.041459572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.871653,,,,,,,,,,,,,0.000000000,0.000000000,-0.055312164,0.340640754,0.123673767,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.948401,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792747.948771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792747.949698,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.954527,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.956200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.652465813,1.000000000,,,,,,,,,,,,
1732792747.958334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.475199765,2.000000000
1732792747.960505,,,,,,,,,,,,,0.000000000,0.000000000,-0.054685306,0.353557587,0.121822380,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792747.960558,62.469944000,6.239811420,0.032643341,-2.223350525,0.000000000,0.039824877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.054629,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.055187,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.391780387,1.000000000,,,,,,,,,,,,
1732792748.066003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.213982867,2.000000000
1732792748.066036,62.469944000,6.239810467,0.000000000,-2.228775263,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.071439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792748.071490,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.072775,,,,,,,,,,,,,0.000000000,0.000000000,-0.054245688,0.363355964,0.121836007,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.154712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.690000000,2.000000000,,,,,,
1732792748.154753,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,1.978333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.155707,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.156575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,4.195634429,1.000000000,,,,,,,,,,,,
1732792748.157723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.945211151,2.000000000
1732792748.161723,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.165637,,,,,,,,,,,,,0.000000000,0.000000000,-0.053461339,0.371464223,0.120186627,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.165688,62.469944000,6.239810467,0.040062297,-2.230115175,0.000000000,0.048876002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.250089,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.250136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.251439,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.252109,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.254977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.963104981,1.000000000,,,,,,,,,,,,
1732792748.255303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.739741281,2.000000000
1732792748.260327,62.469944000,6.239809990,0.042693954,-2.231127024,0.000000000,0.052086625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.261303,,,,,,,,,,,,,0.000000000,0.000000000,-0.052813962,0.377602100,0.118709877,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.347921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.347998,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.350693,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.350742,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.356789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.757746791,1.000000000,,,,,,,,,,,,
1732792748.356840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.560457678,2.000000000
1732792748.364348,62.469944000,6.239809513,0.043880478,-2.231967926,0.000000000,0.053534184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.368829,,,,,,,,,,,,,0.000000000,0.000000000,-0.052288063,0.382028729,0.117325865,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.447702,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.447908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.454791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.583354314,1.000000000,,,,,,,,,,,,
1732792748.455142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.408664897,2.000000000
1732792748.458718,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.458863,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.473766,,,,,,,,,,,,,0.000000000,0.000000000,-0.051859193,0.385149568,0.116087869,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.473811,62.469940186,6.239809036,0.044790853,-2.232674599,0.000000000,0.054644842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.553193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.553250,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.554165,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.554287,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.563293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.436060723,1.000000000,,,,,,,,,,,,
1732792748.563348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.280806902,2.000000000
1732792748.563949,,,,,,,,,,,,,0.000000000,0.000000000,-0.051506676,0.387300432,0.115044445,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.563984,62.469940186,6.239808559,0.045742307,-2.233251095,0.000000000,0.055805612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.648934,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.649193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.654632,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.654726,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.657905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.310782169,1.000000000,,,,,,,,,,,,
1732792748.658100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.172736200,2.000000000
1732792748.664611,62.469940186,6.239808083,0.048692439,-2.233502626,0.000000000,0.059404776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.665206,,,,,,,,,,,,,0.000000000,0.000000000,-0.051207654,0.388594836,0.114114001,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.748277,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.748786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.754775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.204486924,1.000000000,,,,,,,,,,,,
1732792748.757972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.087771414,2.000000000
1732792748.758016,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.758035,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.766774,62.469940186,6.239807606,0.048158608,-2.233784676,0.000000000,0.058753502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.768519,,,,,,,,,,,,,0.000000000,0.000000000,-0.050979197,0.389215678,0.113285773,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.849347,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.849560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.859783,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.863543,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.863941,62.469940186,6.239807129,0.046904776,-2.234174490,0.000000000,0.057223827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.865350,,,,,,,,,,,,,0.000000000,0.000000000,-0.050802235,0.389389396,0.112612791,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.865479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.119260839,1.000000000,,,,,,,,,,,,
1732792748.865572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.017501443,2.000000000
1732792748.947548,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792748.948252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792748.952456,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.952496,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.959308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.049924842,1.000000000,,,,,,,,,,,,
1732792748.961724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.955998739,2.000000000
1732792748.973560,,,,,,,,,,,,,0.000000000,0.000000000,-0.050648928,0.389131725,0.112017207,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792748.973622,62.469940186,6.239806652,0.047364138,-2.234503031,0.000000000,0.057784252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792749.048485,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,3.528333333,1.000000000,,,,,,,,,,,,,,,,,,
1732792749.048712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.240000000,2.000000000,,,,,,
1732792749.054412,,,,,,,0.000000000,0.000000000,0.000000000,-2.460914135,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792749.060797,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,0.000000000,0.051444400,0.000000000,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,
1732792749.061672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.993680273,1.000000000,,,,,,,,,,,,
1732792749.061875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000,0.000000000,0.000000000,0.000000000,2.907216796,2.000000000
1732792749.066174,62.469940186,6.239806175,0.048181377,-2.234736204,0.000000000,0.058781277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732792749.068888,,,,,,,,,,,,,0.000000000,0.000000000,-0.050514471,0.388620257,0.111554667,0.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
