surge_set,yaw_set,surge_hat,yaw_hat,nu_error,eta_error
0.0,0.0,0.014450415037572384,0.22617469727993011,-0.014450415037572384,-0.22617469727993011
0.0,0.0,0.013087980449199677,0.2229703813791275,-0.013087980449199677,-0.2229703813791275
0.0,0.0,0.011814541183412075,0.2182876020669937,-0.011814541183412075,-0.2182876020669937
0.0,0.0,0.01052677258849144,0.21499715745449066,-0.01052677258849144,-0.21499715745449066
0.0,0.0,0.009333984926342964,0.21140839159488678,-0.009333984926342964,-0.21140839159488678
0.0,0.0,0.008178966119885445,0.20803393423557281,-0.008178966119885445,-0.20803393423557281
0.0,0.0,0.008635633625090122,0.20445403456687927,-0.008635633625090122,-0.20445403456687927
0.0,0.0,0.008914543315768242,0.20104645192623138,-0.008914543315768242,-0.20104645192623138
0.0,0.0,0.009037365205585957,0.1967775821685791,-0.009037365205585957,-0.1967775821685791
0.0,0.0,0.009024842642247677,0.19342099130153656,-0.009024842642247677,-0.19342099130153656
0.0,0.0,0.007940152660012245,0.18929404020309448,-0.007940152660012245,-0.18929404020309448
0.0,0.0,0.007822464220225811,0.1860596090555191,-0.007822464220225811,-0.1860596090555191
0.0,0.0,0.007604577578604221,0.18230725824832916,-0.007604577578604221,-0.18230725824832916
0.0,0.0,0.007301019504666328,0.17839528620243073,-0.007301019504666328,-0.17839528620243073
0.0,0.0,0.006942106876522303,0.1746109127998352,-0.006942106876522303,-0.1746109127998352
0.0,0.0,0.006518698763102293,0.17100085318088531,-0.006518698763102293,-0.17100085318088531
0.0,0.0,0.00605776347219944,0.16710758209228516,-0.00605776347219944,-0.16710758209228516
0.0,0.0,0.005549488589167595,0.16348010301589966,-0.005549488589167595,-0.16348010301589966
0.0,0.0,0.005018208641558886,0.1602899581193924,-0.005018208641558886,-0.1602899581193924
0.0,0.0,0.004452470224350691,0.15655219554901123,-0.004452470224350691,-0.15655219554901123
0.0,0.0,0.003582932520657778,0.15314564108848572,-0.003582932520657778,-0.15314564108848572
0.0,0.0,0.0030177428852766752,0.1493682712316513,-0.0030177428852766752,-0.1493682712316513
0.0,0.0,0.002446714323014021,0.14543557167053223,-0.002446714323014021,-0.14543557167053223
0.0,0.0,0.0018585401121526957,0.14170090854167938,-0.0018585401121526957,-0.14170090854167938
0.0,0.0,0.0012721482198685408,0.1377597600221634,-0.0012721482198685408,-0.1377597600221634
0.0,0.0,0.0005257105804048479,0.1347094625234604,-0.0005257105804048479,-0.1347094625234604
0.0,0.0,-4.5207201765151694e-05,0.13143396377563477,4.5207201765151694e-05,-0.13143396377563477
0.0,0.0,-0.0007434030994772911,0.1277969926595688,0.0007434030994772911,-0.1277969926595688
0.0,0.0,-0.0012954501435160637,0.12495431303977966,0.0012954501435160637,-0.12495431303977966
0.0,0.0,-0.0018504592590034008,0.1215079054236412,0.0018504592590034008,-0.1215079054236412
0.0,0.0,-0.0023925895802676678,0.11767446994781494,0.0023925895802676678,-0.11767446994781494
0.0,0.0,-0.002920757280662656,0.11407402157783508,0.002920757280662656,-0.11407402157783508
0.0,0.0,-0.003434552112594247,0.1103321835398674,0.003434552112594247,-0.1103321835398674
0.0,0.0,-0.003933340311050415,0.10685434937477112,0.003933340311050415,-0.10685434937477112
0.0,0.0,-0.004416898358613253,0.10440835356712341,0.004416898358613253,-0.10440835356712341
0.0,0.0,-0.004885622765868902,0.10096744447946548,0.004885622765868902,-0.10096744447946548
0.0,0.0,-0.005338529124855995,0.09746453911066055,0.005338529124855995,-0.09746453911066055
0.0,0.0,-0.00577536690980196,0.09416734427213669,0.00577536690980196,-0.09416734427213669
0.0,0.0,-0.006196120288223028,0.09077633917331696,0.006196120288223028,-0.09077633917331696
0.0,0.0,-0.006600644439458847,0.0876067578792572,0.006600644439458847,-0.0876067578792572
0.0,0.0,-0.00702348118647933,0.08552464842796326,0.00702348118647933,-0.08552464842796326
0.0,0.0,-0.007392309606075287,0.08226696401834488,0.007392309606075287,-0.08226696401834488
0.0,0.0,-0.007745575159788132,0.07894384860992432,0.007745575159788132,-0.07894384860992432
0.0,0.0,-0.008114701136946678,0.07584413886070251,0.008114701136946678,-0.07584413886070251
0.0,0.0,-0.008425826206803322,0.07264169305562973,0.008425826206803322,-0.07264169305562973
0.0,0.0,-0.008723292499780655,0.0697098821401596,0.008723292499780655,-0.0697098821401596
0.0,0.0,-0.009007100947201252,0.0667254626750946,0.009007100947201252,-0.0667254626750946
0.0,0.0,-0.0092772226780653,0.0638996809720993,0.0092772226780653,-0.0638996809720993
0.0,0.0,-0.00953373871743679,0.061056364327669144,0.00953373871743679,-0.061056364327669144
0.0,0.0,-0.009776723571121693,0.05839575454592705,0.009776723571121693,-0.05839575454592705
0.0,0.0,-0.01003547478467226,0.055570539087057114,0.01003547478467226,-0.055570539087057114
0.0,0.0,-0.010254055261611938,0.05299849808216095,0.010254055261611938,-0.05299849808216095
0.0,0.0,-0.010459201410412788,0.05030245706439018,0.010459201410412788,-0.05030245706439018
0.0,0.0,-0.01065113116055727,0.047725725919008255,0.01065113116055727,-0.047725725919008255
0.0,0.0,-0.010830149985849857,0.04621925950050354,0.010830149985849857,-0.04621925950050354
0.0,0.0,-0.01102310698479414,0.04353323206305504,0.01102310698479414,-0.04353323206305504
0.0,0.0,-0.011178845539689064,0.04205814749002457,0.011178845539689064,-0.04205814749002457
0.0,0.0,-0.011348218657076359,0.03939410299062729,0.011348218657076359,-0.03939410299062729
0.0,0.0,-0.011481010355055332,0.03662440553307533,0.011481010355055332,-0.03662440553307533
0.0,0.0,-0.01162682380527258,0.03409959748387337,0.01162682380527258,-0.03409959748387337
0.0,0.0,-0.010018591769039631,0.031427573412656784,0.010018591769039631,-0.031427573412656784
0.0,0.0,-0.008607295341789722,0.02892158553004265,0.008607295341789722,-0.02892158553004265
0.0,0.0,-0.007372403983026743,0.02628442645072937,0.007372403983026743,-0.02628442645072937
0.0,0.0,-0.0062953513115644455,0.023782160133123398,0.0062953513115644455,-0.023782160133123398
0.0,0.0,-0.005359537899494171,0.022264735773205757,0.005359537899494171,-0.022264735773205757
0.0,0.0,-0.004550345242023468,0.019687000662088394,0.004550345242023468,-0.019687000662088394
0.0,0.0,-0.003855896880850196,0.01708008348941803,0.003855896880850196,-0.01708008348941803
0.0,0.0,-0.004099705256521702,0.015492530539631844,0.004099705256521702,-0.015492530539631844
0.0,0.0,-0.0034942184574902058,0.012853953056037426,0.0034942184574902058,-0.012853953056037426
0.0,0.0,-0.0029784156940877438,0.010375237092375755,0.0029784156940877438,-0.010375237092375755
0.0,0.0,-0.002542535774409771,0.007868674583733082,0.002542535774409771,-0.007868674583733082
0.0,0.0,-0.0021777364891022444,0.005443718750029802,0.0021777364891022444,-0.005443718750029802
0.0,0.0,-0.0018760890234261751,0.003756600432097912,0.0018760890234261751,-0.003756600432097912
0.0,0.0,-0.0016306551406159997,0.001315564732067287,0.0016306551406159997,-0.001315564732067287
0.0,0.0,-0.0014347961405292153,-0.0011495572980493307,0.0014347961405292153,0.0011495572980493307
0.0,0.0,-0.0012827025493606925,-0.0028139925561845303,0.0012827025493606925,0.0028139925561845303
0.0,0.0,-0.0015278555219992995,-0.004922891966998577,0.0015278555219992995,0.004922891966998577
0.0,0.0,-0.0014050109311938286,-0.007052065338939428,0.0014050109311938286,0.007052065338939428
0.0,0.0,-0.0016379747539758682,-0.00860089436173439,0.0016379747539758682,0.00860089436173439
0.0,0.0,-0.0015404451405629516,-0.010619452223181725,0.0015404451405629516,0.010619452223181725
0.0,0.0,-0.0014729208778589964,-0.012531563639640808,0.0014729208778589964,0.012531563639640808
0.0,0.0,-0.0014316607266664505,-0.014327053911983967,0.0014316607266664505,0.014327053911983967
0.0,0.0,-0.0016462440835312009,-0.01613566279411316,0.0016462440835312009,0.01613566279411316
0.0,0.0,-0.0016182523686438799,-0.017703702673316002,0.0016182523686438799,0.017703702673316002
0.0,0.0,-0.0016103660454973578,-0.019307179376482964,0.0016103660454973578,0.019307179376482964
0.0,0.0,-0.0016198805533349514,-0.020756881684064865,0.0016198805533349514,0.020756881684064865
0.0,0.0,-0.0016444114735350013,-0.022243507206439972,0.0016444114735350013,0.022243507206439972
0.0,0.0,-0.0018346321303397417,-0.02351992577314377,0.0018346321303397417,0.02351992577314377
0.0,0.0,-0.0018622876377776265,-0.02480377070605755,0.0018622876377776265,0.02480377070605755
0.0,0.0,-0.00204089586623013,-0.025465957820415497,0.00204089586623013,0.025465957820415497
0.0,0.0,-0.0022128280252218246,-0.026537830010056496,0.0022128280252218246,0.026537830010056496
0.0,0.0,-0.0005165158654563129,-0.027705520391464233,0.0005165158654563129,0.027705520391464233
0.0,0.0,0.0009630164713598788,-0.028970837593078613,-0.0009630164713598788,0.028970837593078613
0.0,0.0,0.00225086254067719,-0.03005404770374298,-0.00225086254067719,0.03005404770374298
0.0,0.0,0.0033635899890214205,-0.030349230393767357,-0.0033635899890214205,0.030349230393767357
0.0,0.0,0.0043218848295509815,-0.03147715702652931,-0.0043218848295509815,0.03147715702652931
0.0,0.0,0.005138827487826347,-0.032525524497032166,-0.005138827487826347,0.032525524497032166
0.0,0.0,0.005832304246723652,-0.0334898978471756,-0.005832304246723652,0.0334898978471756
0.0,0.0,0.006412034388631582,-0.03354007750749588,-0.006412034388631582,0.03354007750749588
0.0,0.0,0.006893066223710775,-0.034583088010549545,-0.006893066223710775,0.034583088010549545
0.0,0.0,0.006566659547388554,-0.034530557692050934,-0.006566659547388554,0.034530557692050934
0.0,0.0,0.0069683389738202095,-0.035683952271938324,-0.0069683389738202095,0.035683952271938324
0.0,0.0,0.007288474123924971,-0.036885157227516174,-0.007288474123924971,0.036885157227516174
0.0,0.0,0.007539665792137384,-0.037992388010025024,-0.007539665792137384,0.037992388010025024
0.0,0.0,0.007729686331003904,-0.03916378319263458,-0.007729686331003904,0.03916378319263458
0.0,0.0,0.00786562543362379,-0.04021814465522766,-0.00786562543362379,0.04021814465522766
0.0,0.0,0.00795375183224678,-0.04128982499241829,-0.00795375183224678,0.04128982499241829
0.0,0.0,0.0079997843131423,-0.042261991649866104,-0.0079997843131423,0.042261991649866104
0.0,0.0,0.008008780889213085,-0.04331227019429207,-0.008008780889213085,0.04331227019429207
0.0,0.0,0.007672528736293316,-0.042815715074539185,-0.007672528736293316,0.042815715074539185
0.0,0.0,0.007343430072069168,-0.0439363457262516,-0.007343430072069168,0.0439363457262516
0.0,0.0,0.007333710789680481,-0.0449332520365715,-0.007333710789680481,0.0449332520365715
0.0,0.0,0.007014405447989702,-0.045943211764097214,-0.007014405447989702,0.045943211764097214
0.0,0.0,0.006703030318021774,-0.046920254826545715,-0.006703030318021774,0.046920254826545715
0.0,0.0,0.006399421952664852,-0.04786572605371475,-0.006399421952664852,0.04786572605371475
0.0,0.0,0.006386580411344767,-0.048726990818977356,-0.006386580411344767,0.048726990818977356
0.0,0.0,0.00609222799539566,-0.04959758371114731,-0.00609222799539566,0.04959758371114731
0.0,0.0,0.005805249325931072,-0.04878601059317589,-0.005805249325931072,0.04878601059317589
0.0,0.0,0.005781617481261492,-0.04973500967025757,-0.005781617481261492,0.04973500967025757
0.0,0.0,0.005502675194293261,-0.048866935074329376,-0.005502675194293261,0.048866935074329376
0.0,0.0,0.005229588598012924,-0.049882445484399796,-0.005229588598012924,0.049882445484399796
0.0,0.0,0.0051985266618430614,-0.048972658812999725,-0.0051985266618430614,0.048972658812999725
0.0,0.0,0.00493342662230134,-0.05011559650301933,-0.00493342662230134,0.05011559650301933
0.0,0.0,0.004675401374697685,-0.04917173832654953,-0.004675401374697685,0.04917173832654953
0.0,0.0,0.004422819707542658,-0.050260841846466064,-0.004422819707542658,0.050260841846466064
0.0,0.0,0.004177067894488573,-0.051346369087696075,-0.004177067894488573,0.051346369087696075
0.0,0.0,0.002443489618599415,-0.05244910344481468,-0.002443489618599415,0.05244910344481468
0.0,0.0,0.0009005023748613894,-0.051428794860839844,-0.0009005023748613894,0.051428794860839844
0.0,0.0,-0.00047795395948924124,-0.05253150314092636,0.00047795395948924124,0.05253150314092636
0.0,0.0,-0.0017005123663693666,-0.053608238697052,0.0017005123663693666,0.053608238697052
0.0,0.0,-0.002781999995931983,-0.054602861404418945,0.002781999995931983,0.054602861404418945
0.0,0.0,-0.0037358684930950403,-0.05547526851296425,0.0037358684930950403,0.05547526851296425
0.0,0.0,-0.0045799072831869125,-0.056474827229976654,0.0045799072831869125,0.056474827229976654
0.0,0.0,-0.005318904761224985,-0.05531114339828491,0.005318904761224985,0.05531114339828491
0.0,0.0,-0.005965166259557009,-0.056390997022390366,0.005965166259557009,0.056390997022390366
0.0,0.0,-0.006525538861751556,-0.05738271027803421,0.006525538861751556,0.05738271027803421
0.0,0.0,-0.007014069706201553,-0.05837223678827286,0.007014069706201553,0.05837223678827286
0.0,0.0,-0.00743193831294775,-0.05928228795528412,0.00743193831294775,0.05928228795528412
0.0,0.0,-0.007786061614751816,-0.06017918139696121,0.007786061614751816,0.06017918139696121
0.0,0.0,-0.008088642731308937,-0.061004169285297394,0.008088642731308937,0.061004169285297394
0.0,0.0,-0.008338752202689648,-0.06188886612653732,0.008338752202689648,0.06188886612653732
0.0,0.0,-0.008541488088667393,-0.06265916675329208,0.008541488088667393,0.06265916675329208
0.0,0.0,-0.00870164018124342,-0.061281949281692505,0.00870164018124342,0.061281949281692505
0.0,0.0,-0.008825679309666157,-0.06216346099972725,0.008825679309666157,0.06216346099972725
0.0,0.0,-0.00892137736082077,-0.06311067193746567,0.00892137736082077,0.06311067193746567
0.0,0.0,-0.008846632204949856,-0.061683289706707,0.008846632204949856,0.061683289706707
0.0,0.0,-0.008771990425884724,-0.06278997659683228,0.008771990425884724,0.06278997659683228
0.0,0.0,-0.008820906281471252,-0.06133874133229256,0.008820906281471252,0.06133874133229256
0.0,0.0,-0.008742058649659157,-0.06250271201133728,0.008742058649659157,0.06250271201133728
0.0,0.0,-0.008661470375955105,-0.0636112317442894,0.008661470375955105,0.0636112317442894
0.0,0.0,-0.008668963797390461,-0.06478488445281982,0.008668963797390461,0.06478488445281982
0.0,0.0,-0.008660382591187954,-0.06328768283128738,0.008660382591187954,0.06328768283128738
0.0,0.0,-0.008573729544878006,-0.06459205597639084,0.008573729544878006,0.06459205597639084
0.0,0.0,-0.008541588671505451,-0.06579688936471939,0.008541588671505451,0.06579688936471939
0.0,0.0,-0.008450832217931747,-0.06702084094285965,0.008450832217931747,0.06702084094285965
0.0,0.0,-0.008395666256546974,-0.06546331942081451,0.008395666256546974,0.06546331942081451
0.0,0.0,-0.008303757756948471,-0.0668322965502739,0.008303757756948471,0.0668322965502739
0.0,0.0,-0.008230410516262054,-0.06524691730737686,0.008230410516262054,0.06524691730737686
0.0,0.0,-0.008145878091454506,-0.06672190129756927,0.008145878091454506,0.06672190129756927
0.0,0.0,-0.008055691607296467,-0.06805677711963654,0.008055691607296467,0.06805677711963654
0.0,0.0,-0.007953893393278122,-0.06643832474946976,0.007953893393278122,0.06643832474946976
0.0,0.0,-0.007859879173338413,-0.06794276833534241,0.007859879173338413,0.06794276833534241
0.0,0.0,-0.006030756514519453,-0.06939764320850372,0.006030756514519453,0.06939764320850372
0.0,0.0,-0.004407148342579603,-0.07072103023529053,0.004407148342579603,0.07072103023529053
0.0,0.0,-0.002961494494229555,-0.06904629617929459,0.002961494494229555,0.06904629617929459
0.0,0.0,-0.0016781119629740715,-0.07054974883794785,0.0016781119629740715,0.07054974883794785
0.0,0.0,-0.0005456687649711967,-0.07206285744905472,0.0005456687649711967,0.07206285744905472
0.0,0.0,0.00045815581688657403,-0.07341436296701431,-0.00045815581688657403,0.07341436296701431
0.0,0.0,0.0013462996575981379,-0.07476220279932022,-0.0013462996575981379,0.07476220279932022
0.0,0.0,0.0021229505073279142,-0.0730002298951149,-0.0021229505073279142,0.0730002298951149
0.0,0.0,0.0028043785132467747,-0.0744955912232399,-0.0028043785132467747,0.0744955912232399
0.0,0.0,0.0034023397602140903,-0.07588115334510803,-0.0034023397602140903,0.07588115334510803
0.0,0.0,0.003925323486328125,-0.0771632045507431,-0.003925323486328125,0.0771632045507431
0.0,0.0,0.00438098656013608,-0.0783001258969307,-0.00438098656013608,0.0783001258969307
0.0,0.0,0.00477618956938386,-0.07934176921844482,-0.00477618956938386,0.07934176921844482
0.0,0.0,0.0051092603243887424,-0.07746868580579758,-0.0051092603243887424,0.07746868580579758
0.0,0.0,0.005392041057348251,-0.0787845104932785,-0.005392041057348251,0.0787845104932785
0.0,0.0,0.005632268730551004,-0.07688435912132263,-0.005632268730551004,0.07688435912132263
0.0,0.0,0.005831510294228792,-0.07839198410511017,-0.005831510294228792,0.07839198410511017
0.0,0.0,0.005997021682560444,-0.0764780268073082,-0.005997021682560444,0.0764780268073082
0.0,0.0,0.006129175424575806,-0.07822103798389435,-0.006129175424575806,0.07822103798389435
0.0,0.0,0.005957490298897028,-0.07979191839694977,-0.005957490298897028,0.07979191839694977
0.0,0.0,0.00606538075953722,-0.08126644790172577,-0.00606538075953722,0.08126644790172577
0.0,0.0,0.0058964891359210014,-0.08262984454631805,-0.0058964891359210014,0.08262984454631805
0.0,0.0,0.005731635261327028,-0.08393027633428574,-0.005731635261327028,0.08393027633428574
0.0,0.0,0.005570703186094761,-0.08194208145141602,-0.005570703186094761,0.08194208145141602
0.0,0.0,0.00541105167940259,-0.08344552665948868,-0.00541105167940259,0.08344552665948868
0.0,0.0,0.005255436524748802,-0.08483570069074631,-0.005255436524748802,0.08483570069074631
0.0,0.0,0.005103699397295713,-0.08609270304441452,-0.005103699397295713,0.08609270304441452
0.0,0.0,0.004955670330673456,-0.08727417141199112,-0.004955670330673456,0.08727417141199112
0.0,0.0,0.0048112282529473305,-0.08520787209272385,-0.0048112282529473305,0.08520787209272385
0.0,0.0,0.00466777803376317,-0.08663125336170197,-0.00466777803376317,0.08663125336170197
0.0,0.0,0.004528068006038666,-0.08454188704490662,-0.004528068006038666,0.08454188704490662
0.0,0.0,0.0043892874382436275,-0.08620407432317734,-0.0043892874382436275,0.08620407432317734
0.0,0.0,0.004254392813891172,-0.0877685546875,-0.004254392813891172,0.0877685546875
0.0,0.0,0.004123234655708075,-0.08565880358219147,-0.004123234655708075,0.08565880358219147
0.0,0.0,0.004339698702096939,-0.08739503473043442,-0.004339698702096939,0.08739503473043442
0.0,0.0,0.004206257872283459,-0.08894934505224228,-0.004206257872283459,0.08894934505224228
0.0,0.0,0.0040765320882201195,-0.09041868150234222,-0.0040765320882201195,0.09041868150234222
0.0,0.0,0.003950387239456177,-0.0918000191450119,-0.003950387239456177,0.0918000191450119
0.0,0.0,0.0038276875857263803,-0.09309927374124527,-0.0038276875857263803,0.09309927374124527
0.0,0.0,0.003708307398483157,-0.09090949594974518,-0.003708307398483157,0.09090949594974518
0.0,0.0,0.0035894440952688456,-0.09236849844455719,-0.0035894440952688456,0.09236849844455719
0.0,0.0,0.003473995951935649,-0.09015459567308426,-0.003473995951935649,0.09015459567308426
0.0,0.0,0.0033590097445994616,-0.09178244322538376,-0.0033590097445994616,0.09178244322538376
0.0,0.0,0.0032475381158292294,-0.09332369267940521,-0.0032475381158292294,0.09332369267940521
0.0,0.0,0.003139444161206484,-0.09487441182136536,-0.003139444161206484,0.09487441182136536
0.0,0.0,0.0030346703715622425,-0.09630588442087173,-0.0030346703715622425,0.09630588442087173
0.0,0.0,0.002933058887720108,-0.09404091536998749,-0.002933058887720108,0.09404091536998749
0.0,0.0,0.002831652294844389,-0.09566400945186615,-0.002831652294844389,0.09566400945186615
0.0,0.0,0.0048741609789431095,-0.09715066850185394,-0.0048741609789431095,0.09715066850185394
0.0,0.0,0.004736236296594143,-0.09861909598112106,-0.004736236296594143,0.09861909598112106
0.0,0.0,0.006537303794175386,-0.10007961094379425,-0.006537303794175386,0.10007961094379425
0.0,0.0,0.008117764256894588,-0.10142159461975098,-0.008117764256894588,0.10142159461975098
0.0,0.0,0.009499197825789452,-0.10275331884622574,-0.009499197825789452,0.10275331884622574
0.0,0.0,0.010701385326683521,-0.10394346714019775,-0.010701385326683521,0.10394346714019775
0.0,0.0,0.011742070317268372,-0.10514248162508011,-0.011742070317268372,0.10514248162508011
0.0,0.0,0.012637586332857609,-0.1027207151055336,-0.012637586332857609,0.1027207151055336
0.0,0.0,0.013396958820521832,-0.10404101759195328,-0.013396958820521832,0.10404101759195328
0.0,0.0,0.014039650559425354,-0.10529876500368118,-0.014039650559425354,0.10529876500368118
0.0,0.0,0.014577724039554596,-0.10284217447042465,-0.014577724039554596,0.10284217447042465
0.0,0.0,0.015006312169134617,-0.10432451963424683,-0.015006312169134617,0.10432451963424683
0.0,0.0,0.015352744609117508,-0.10185760259628296,-0.015352744609117508,0.10185760259628296
0.0,0.0,0.01562038715928793,-0.10355580598115921,-0.01562038715928793,0.10355580598115921
0.0,0.0,0.015823155641555786,-0.10515096038579941,-0.015823155641555786,0.10515096038579941
0.0,0.0,0.015968216583132744,-0.10267841070890427,-0.015968216583132744,0.10267841070890427
0.0,0.0,0.015583098866045475,-0.10438672453165054,-0.015583098866045475,0.10438672453165054
0.0,0.0,0.015684185549616814,-0.10606033354997635,-0.015684185549616814,0.10606033354997635
0.0,0.0,0.015739871188998222,-0.1076297014951706,-0.015739871188998222,0.1076297014951706
0.0,0.0,0.015358737669885159,-0.1051298975944519,-0.015358737669885159,0.1051298975944519
0.0,0.0,0.015371080487966537,-0.10683107376098633,-0.015371080487966537,0.10683107376098633
0.0,0.0,0.014993635937571526,-0.10836654901504517,-0.014993635937571526,0.10836654901504517
0.0,0.0,0.01462399773299694,-0.10584154725074768,-0.01462399773299694,0.10584154725074768
0.0,0.0,0.01425829529762268,-0.10749936103820801,-0.01425829529762268,0.10749936103820801
0.0,0.0,0.014248880557715893,-0.10496407002210617,-0.014248880557715893,0.10496407002210617
0.0,0.0,0.013887310400605202,-0.1068107932806015,-0.013887310400605202,0.1068107932806015
0.0,0.0,0.013846296817064285,-0.10850079357624054,-0.013846296817064285,0.10850079357624054
0.0,0.0,0.013769766315817833,-0.11003013700246811,-0.013769766315817833,0.11003013700246811
0.0,0.0,0.013418818823993206,-0.11144057661294937,-0.013418818823993206,0.11144057661294937
0.0,0.0,0.013323984108865261,-0.11267909407615662,-0.013323984108865261,0.11267909407615662
