timestamp,rpm_port,rpm_stb,temp_port,temp_stb,power_port,power_stb,total_power,battery_count,current_mode,current_fuel_capacity,fx,fz
1729066042.091488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.1916296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.2917058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.39144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.4915838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.5915244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.6915357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.7910101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.8912969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066042.9910686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.0910451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.1912029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.2912083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.390982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.4914713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.5913894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.691422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.7916687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.891396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066043.9919536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.1051211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.1849902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.2846384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.3847013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.4848495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.584601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.685171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.784624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.884773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066103.9847367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.084863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.1849897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.2842493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.3843489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.4842763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.5843182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.6841726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.7848675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.8850698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066104.9842463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.0844138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.1851056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.284945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.3848517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.4848318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.585056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.6846776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.7845747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.8842995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066105.984741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.084912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.1846266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.284872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.3845742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.4849737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.584822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.6846716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.7847445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.8849769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066106.9847636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.0846546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.1850717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.2846878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.3843431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.48455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.5847304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.6846037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.7844024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.8842773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066107.9842956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.0847676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.1843143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.2846649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.3846962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.4848824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.5847638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.6848536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.784836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.8848872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066108.9847727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.084917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.1850407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.2848196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.3846028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.4849186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.5842128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.6846714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.7843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.8841672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066109.9843183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066110.0842218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066110.1841931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066110.2844381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066110.3842254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
1729066110.4848099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0
